道具id,奖牌,类型id,称号,最大堆叠数,3d资源id,2d图标id,职业,1:初始绑定， 0：初始不绑定 (绑定代表不可交易),是否死亡保护（不会掉掉落）,是否可回收给系统商店,卖出价钱,品阶颜色(0, 1，3，5，7 对应 白绿蓝紫金),是否跟踪,所在包裹分类（2为道具，3为宝石，4为交易物，6为装备，7为宝物，9为装备碎片，10为幻兽碎片,排序权重， 权重越大，越排靠前,是否可直接使用,是否可批量使用,道具使用角色等级,功效类型,功效值1,功效值2,时限性道具BUFFER ID串,消耗类型(0为实时性，1为时效性。平台接口需要),有效时长（分钟为单位，无过期时间填0）,该碎片合成后的装备ID,幻兽宝物碎片抢夺玩家概率,幻兽宝物碎片抢夺机器人概率,对应的宝物道具ID,碎片可合成的幻兽ID,碎片可合成的女神id,合成需要的碎片数量,宝物碎片排位编号,宝箱随机概率,点击后链接到其他的界面的id,角色最大使用等级,是否获得的时候自动使用,随机宝物刷出此道具时，是否需要广播,是否需要广播的随机道具(宝箱用）
id__kn,title__s,equip_sort_id,intro__s,stack_num,res_id,pic_id,prof,is_bind,is_protect,is_recycle,sale_price,quality,need_trace,package_type,rank_weight,is_use,is_use_batch,ch_level,function_type,function_value1,function_value2__t,buffer_ids,use_type,useful_time,chip_mix_eid,baowu_chip_rob_player_proba,baowu_chip_rob_robot_proba,baowu_equip_id,pet_base_id,goddess_base_id,need_chip_num,baowu_chip_orderby,random_param__t,open_function_id,ch_level_max,is_use_when_get,is_bc_opened,is_bc_gift
21012303,金色1阶洗炼书,2101,可用来洗炼金色1阶装备,999999999,0,21010069,0,1,0,1,2000,7,0,2,767,0,0,40,23,0,,0,0,0,0,,,,,,,,,22,999999999,,,,,
21012304,金色2阶洗炼书,2101,可用来洗炼金色2阶装备,999999999,0,21010069,0,1,0,1,3000,8,0,2,768,0,0,40,23,0,,0,0,0,0,,,,,,,,,22,999999999,,,,,
21012305,红色1阶洗炼书,2101,可用来洗炼红色1阶装备,999999999,0,21010069,0,1,0,1,4000,9,0,2,769,0,0,40,23,0,,0,0,0,0,,,,,,,,,22,999999999,,,,,
21012306,红色2阶洗炼书,2101,可用来洗炼红色2阶套装装备,999999999,0,21010069,0,1,0,1,5000,10,0,2,770,0,0,40,23,0,,0,0,0,0,,,,,,,,,22,999999999,,,,,
21010009,1点体力药,2101,增加1点体力,999999999,0,21010238,0,1,0,0,0,0,0,2,894,1,1,0,9,1,,0,0,0,0,,,,,,,,,,999999999,1,,,,
21010010,1点耐力药,2101,增加1点耐力,999999999,0,21010239,0,1,0,0,0,0,0,2,893,1,1,0,19,1,,0,0,0,0,,,,,,,,,,999999999,1,,,,
21010011,军功,2101,增加1点军功,999999999,0,21010277,0,1,0,0,0,0,0,2,933,1,1,0,14,1,,0,0,0,0,,,,,,,,,,999999999,,,,,
21010012,奖牌,2101,临危受命的奖励，在PK区可以被抢夺,999999999,0,21010150,0,1,1,0,0,0,0,2,934,1,1,0,3,0,"{get_equips2={{{21011501,400,30},{21011501,700,20},{21011501,1000,15},{21011701,1,5},{21011401,1,20},{21011401,2,10}},{{21011602,1,100}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010013,复活药水,2101,生命女神的秘制配方，使用后可复活,999999999,0,21010149,0,1,0,0,0,0,0,2,4,0,0,0,0,0,,0,0,0,0,,,,,,,,,,999999999,,,,,
21010014,幻晶,2101,幻兽幻化和女神进阶的必备道具,999999999,0,21010240,0,1,0,0,0,0,1,2,797,0,0,0,0,0,,0,0,0,0,,,,,,,,,13,999999999,,,,,
21010015,赎罪药,2101,神奇秘药，可减少1点罪恶值,999999999,0,21010282,0,1,0,0,0,0,0,2,850,1,1,0,0,1,,0,0,0,0,,,,,,,,,,999999999,,,,,
21010016,多人本蓝莓惊喜,2101,打开可获得100个蓝莓,999999999,0,21010064,0,1,0,0,0,0,1,2,931,1,1,0,2,0,"{get_equips1={[21011301]=100}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010017,多人本进化菇惊喜,2101,打开可获得50个进化菇,999999999,0,21010065,0,1,0,0,0,0,1,2,930,1,1,0,2,0,"{get_equips1={[21011302]=50}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010018,关卡通关惊喜,2101,打开可获得200幻晶,999999999,0,21010240,0,1,0,0,0,0,1,2,929,1,1,0,2,0,"{get_equips1={[21010014]=200}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010019,飞鸽,2101,可用来飞鸽传书，发送喇叭,999999999,0,21010272,0,1,0,0,0,0,0,2,771,0,0,0,0,0,,0,0,0,0,,,,,,,,,82,999999999,,,,,
21010020,临危宝箱,2101,临危受命的奖励，可以开出各种道具,999999999,0,21010179,0,1,0,0,0,0,1,2,1000,1,1,0,3,0,"{get_equips2={{{21011701,1,500},{21011302,1,2000},{21010702,1,250},{21011101,1,500},{21011102,1,100},{21011103,1,10},{21011104,1,250},{21010004,1,250},{21010005,1,250},{21010006,1,250},{21010013,1,250},{21010903,1,25},{21010904,1,250},{21011301,1,5115}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010021,血族装备宝箱,2101,能开出装备碎片和整件装备的神奇箱子,999999999,0,21010180,0,1,0,0,0,0,1,2,999,1,1,0,20,0,"{get_equips3={zbbx1=1}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010022,宝物碎片宝箱,2101,能开出宝物碎片以及珍贵道具,999999999,0,21010181,0,1,0,0,0,0,1,2,998,1,1,0,20,0,"{get_equips3={fbbx=1}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010023,65级Boss宝箱,2101,可以开出金色1阶的武器、衣服和手镯,999999999,0,21010231,0,1,0,0,0,7,1,2,997,1,1,65,3,0,"{get_equips2={{{23011003,1,833},{23012003,1,833},{23013003,1,833},{10011003,1,167},{10012003,1,167},{10013003,1,167}},{{23071003,1,833},{23072003,1,833},{23073003,1,833},{10071003,1,167},{10072003,1,167},{10073003,1,167}},{{23011004,1,4562},{23012004,1,4562},{23013004,1,4562},{23071004,1,4562},{23072004,1,4562},{23073004,1,4562},{23031004,1,4562},{23032004,1,4562},{23033004,1,4562},{10011004,1,556},{10012004,1,556},{10013004,1,556},{10071004,1,556},{10072004,1,556},{10073004,1,556},{10031004,1,556},{10032004,1,556},{10033004,1,556},{21010704,1,8938}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010024,80级Boss宝箱,2101,可以开出金色2阶的手镯,999999999,0,21010232,0,1,0,0,0,8,1,2,996,1,1,80,3,0,"{get_equips2={{{23011004,1,4562},{23012004,1,4562},{23013004,1,4562},{23071004,1,4562},{23072004,1,4562},{23073004,1,4562},{23031004,1,4562},{23032004,1,4562},{23033004,1,4562},{10011004,1,556},{10012004,1,556},{10013004,1,556},{10071004,1,556},{10072004,1,556},{10073004,1,556},{10031004,1,556},{10032004,1,556},{10033004,1,556},{21010704,1,8938}},{{23031005,1,6650},{23032005,1,6650},{23033005,1,6650},{10031005,1,333},{10032005,1,333},{10033005,1,333},{21010705,1,70050}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010025,90级Boss宝箱,2101,可以开出金色2阶的衣服及手镯,999999999,0,21010233,0,1,0,0,0,8,1,2,995,1,1,90,3,0,"{get_equips2={{{23031005,1,6650},{23032005,1,6650},{23033005,1,6650},{10031005,1,333},{10032005,1,333},{10033005,1,333},{23071004,1,23350},{23072004,1,23350},{23073004,1,23350}},{{23071005,1,3018},{23072005,1,3018},{23073005,1,3018},{10071005,1,333},{10072005,1,333},{10073005,1,333},{21010705,1,80945}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010026,100级Boss宝箱,2101,可以开出金色2阶的武器及衣服,999999999,0,21010234,0,1,0,0,0,8,1,2,994,1,1,100,3,0,"{get_equips2={{{23071005,1,3018},{23072005,1,3018},{23073005,1,3018},{10071005,1,333},{10072005,1,333},{10073005,1,333},{23011004,1,26981},{23012004,1,26981},{23013004,1,26981}},{{23011005,1,2435},{23012005,1,2435},{23013005,1,2435},{10011005,1,167},{10012005,1,167},{10013005,1,167},{21010705,1,87696}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010027,110级Boss宝箱,2101,可以开出红色1阶的手镯及金色2阶的武器,999999999,0,21010235,0,1,0,0,0,9,1,2,993,1,1,110,3,0,"{get_equips2={{{23011005,1,2435},{23012005,1,2435},{23013005,1,2435},{10011005,1,167},{10012005,1,167},{10013005,1,167},{23031005,1,29232},{23032005,1,29232},{23033005,1,29232}},{{23031006,1,9260},{23032006,1,9260},{23033006,1,9260},{10031006,1,167},{10032006,1,167},{10033006,1,167},{21010706,1,64720}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010028,120级Boss宝箱,2101,可以开出红色1阶的衣服及手镯,999999999,0,21010236,0,1,0,0,0,9,1,2,992,1,1,120,3,0,"{get_equips2={{{23031006,1,9260},{23032006,1,9260},{23033006,1,9260},{10031006,1,167},{10032006,1,167},{10033006,1,167},{23071005,1,21573},{23072005,1,21573},{23073005,1,21573}},{{23071006,1,8748},{23072006,1,8748},{23073006,1,8748},{10071006,1,167},{10072006,1,167},{10073006,1,167},{21010706,1,66256}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010029,130级Boss宝箱,2101,可以开出红色1阶的武器及衣服,999999999,0,21010237,0,1,0,0,0,9,1,2,991,1,1,130,3,0,"{get_equips2={{{23071006,1,8748},{23072006,1,8748},{23073006,1,8748},{10071006,1,167},{10072006,1,167},{10073006,1,167},{23011005,1,22085},{23012005,1,22085},{23013005,1,22085}},{{23011006,1,5569},{23012006,1,5569},{23013006,1,5569},{10011006,1,167},{10012006,1,167},{10013006,1,167},{21010706,1,75793}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010030,140级Boss宝箱,2101,可以开出红色2阶的手镯及红色1阶的武器,999999999,0,21010231,0,1,0,0,0,10,1,2,990,1,1,140,3,0,"{get_equips2={{{10011006,1,2},{10012006,1,2},{10013006,1,2},{23031007,1,13},{23032007,1,13},{23033007,1,13},{21010100,1,5},{21010101,1,5},{21010102,1,5},{21010103,1,5},{21010104,1,5},{21010105,1,5},{21010106,1,5},{21010107,1,5},{21010108,1,5},{21010109,1,5},{21010110,1,5},{21010111,1,5},{10031007,1,1},{10032007,1,1},{10033007,1,1}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010031,150级Boss宝箱,2101,可以开出红色2阶的衣服及手镯,999999999,0,21010232,0,1,0,0,0,10,1,2,989,1,1,150,3,0,"{get_equips2={{{23071007,1,13},{23072007,1,13},{23073007,1,13},{21010100,1,5},{21010101,1,5},{21010102,1,5},{21010103,1,5},{21010104,1,5},{21010105,1,5},{21010106,1,5},{21010107,1,5},{21010108,1,5},{21010109,1,5},{21010110,1,5},{21010111,1,5},{10031007,1,2},{10032007,1,2},{10033007,1,2},{10071007,1,1},{10072007,1,1},{10073007,1,1}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010032,160级Boss宝箱,2101,可以开出红色2阶的武器及衣服,999999999,0,21010233,0,1,0,0,0,10,1,2,988,1,1,160,3,0,"{get_equips2={{{10071007,1,2},{10072007,1,2},{10073007,1,2},{23011007,1,10},{23012007,1,10},{23013007,1,10},{21010100,1,6},{21010101,1,6},{21010102,1,6},{21010103,1,6},{21010104,1,6},{21010105,1,6},{21010106,1,6},{21010107,1,6},{21010108,1,6},{21010109,1,6},{21010110,1,6},{21010111,1,6},{10011007,1,1},{10012007,1,1},{10013007,1,1}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010035,50级Boss宝箱,2101,可以开出紫色2阶的武器、衣服,999999999,0,21010234,0,1,0,0,0,6,1,2,997,1,1,50,3,0,"{get_equips2={{{23011003,1,833},{23012003,1,833},{23013003,1,833},{10011003,1,167},{10012003,1,167},{10013003,1,167}},{{23071003,1,833},{23072003,1,833},{23073003,1,833},{10071003,1,167},{10072003,1,167},{10073003,1,167}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010033,幻兽碎片宝箱,2101,可以开出资质5~10的幻兽碎片,999999999,0,21010281,0,1,0,0,0,0,1,2,987,1,1,0,20,0,"{get_equips3={hsbx=1}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010034,临危boss宝箱,2101,可以开出各种道具,999999999,0,21010182,0,1,0,0,0,0,1,2,986,1,1,0,3,0,"{get_equips2={{{21011301,1,2000},{21011302,1,3075},{21011104,1,250},{21010004,1,250},{21010005,1,250},{21010006,1,250},{21010013,1,250},{21010901,1,100},{21010902,1,100},{21010903,1,25},{21010904,1,250},{21010033,1,3400}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010037,黄金宝箱,2101,能开出各种装备碎片、幻兽碎片、宝物碎片等珍贵物品,999999999,0,21010183,0,1,0,0,0,0,1,2,985,1,1,0,3,0,"{get_equips2={{{21010100,1,218},{21010101,1,218},{21010102,1,218},{21010103,1,218},{21010104,1,218},{21010105,1,218},{21010106,1,218},{21010107,1,218},{21010108,1,218},{21010109,1,218},{21010110,1,218},{21010111,1,218},{21011104,1,250},{21010004,1,250},{21010005,1,250},{21010006,1,250},{21010013,1,250},{21010901,1,100},{21010902,1,100},{21010903,1,25},{21010904,1,250},{21010022,1,590},{21010021,1,620},{21010112,1,620},{21010113,1,620},{21010033,1,3400}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010038,荣誉,2101,在荣誉商店可用荣誉兑换物品,999999999,0,21010276,0,1,0,0,0,0,1,2,932,1,1,0,21,1,,0,0,0,0,,,,,,,,,,999999999,,,,,
21010039,帝国宝箱,2101,有概率开出紫锤子,999999999,0,21010184,0,1,0,0,0,0,1,2,984,1,1,0,3,0,"{get_equips2={{{21011101,1,50},{21011102,1,30},{21011103,1,20}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010040,1级攻击宝石宝箱,2101,可以开出1级攻击宝石，有概率开出2级攻击宝石宝箱,999999999,0,21010207,0,1,0,0,0,0,1,2,983,1,1,0,3,0,"{get_equips2={{{24040001,1,833},{21010041,1,167}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010041,2级攻击宝石宝箱,2101,可以开出2级攻击宝石，有概率开出3级攻击宝石宝箱,999999999,0,21010208,0,1,0,0,0,0,1,2,982,1,1,0,3,0,"{get_equips2={{{24040002,1,878},{21010042,1,122}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010042,3级攻击宝石宝箱,2101,可以开出3级攻击宝石，有概率开出4级攻击宝石宝箱,999999999,0,21010209,0,1,0,0,0,0,1,2,981,1,1,0,3,0,"{get_equips2={{{24040003,1,8928},{21010043,1,1072}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010043,4级攻击宝石宝箱,2101,可以开出4级攻击宝石，有概率开出5级攻击宝石,999999999,0,21010210,0,1,0,0,0,0,1,2,980,1,1,0,3,0,"{get_equips2={{{24040004,1,9444},{24040005,1,556}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010044,1级魔攻宝石宝箱,2101,可以开出1级魔攻宝石，有概率开出2级魔攻宝石宝箱,999999999,0,21010199,0,1,0,0,0,0,1,2,979,1,1,0,3,0,"{get_equips2={{{24030001,1,833},{21010045,1,167}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010045,2级魔攻宝石宝箱,2101,可以开出2级魔攻宝石，有概率开出3级魔攻宝石宝箱,999999999,0,21010200,0,1,0,0,0,0,1,2,978,1,1,0,3,0,"{get_equips2={{{24030002,1,878},{21010046,1,122}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010046,3级魔攻宝石宝箱,2101,可以开出3级魔攻宝石，有概率开出4级魔攻宝石宝箱,999999999,0,21010201,0,1,0,0,0,0,1,2,977,1,1,0,3,0,"{get_equips2={{{24030003,1,8928},{21010047,1,1072}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010047,4级魔攻宝石宝箱,2101,可以开出4级魔攻宝石，有概率开出5级魔攻宝石,999999999,0,21010202,0,1,0,0,0,0,1,2,976,1,1,0,3,0,"{get_equips2={{{24030004,1,9444},{24030005,1,556}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010048,1级加伤宝石宝箱,2101,可以开出1级加伤宝石，有概率开出2级加伤宝石宝箱,999999999,0,21010215,0,1,0,0,0,0,1,2,975,1,1,0,3,0,"{get_equips2={{{24020001,1,833},{21010049,1,167}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010049,2级加伤宝石宝箱,2101,可以开出2级加伤宝石，有概率开出3级加伤宝石宝箱,999999999,0,21010216,0,1,0,0,0,0,1,2,974,1,1,0,3,0,"{get_equips2={{{24020002,1,878},{21010050,1,122}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010050,3级加伤宝石宝箱,2101,可以开出3级加伤宝石，有概率开出4级加伤宝石宝箱,999999999,0,21010217,0,1,0,0,0,0,1,2,973,1,1,0,3,0,"{get_equips2={{{24020003,1,8928},{21010051,1,1072}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010051,4级加伤宝石宝箱,2101,可以开出4级加伤宝石，有概率开出5级加伤宝石,999999999,0,21010218,0,1,0,0,0,0,1,2,972,1,1,0,3,0,"{get_equips2={{{24020004,1,9444},{24020005,1,556}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010052,1级致命宝石宝箱,2101,可以开出1级致命宝石，有概率开出2级致命宝石宝箱,999999999,0,21010223,0,1,0,0,0,0,1,2,971,1,1,0,3,0,"{get_equips2={{{24010001,1,833},{21010053,1,167}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010053,2级致命宝石宝箱,2101,可以开出2级致命宝石，有概率开出3级致命宝石宝箱,999999999,0,21010224,0,1,0,0,0,0,1,2,970,1,1,0,3,0,"{get_equips2={{{24010002,1,878},{21010054,1,122}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010054,3级致命宝石宝箱,2101,可以开出3级致命宝石，有概率开出4级致命宝石宝箱,999999999,0,21010225,0,1,0,0,0,0,1,2,969,1,1,0,3,0,"{get_equips2={{{24010003,1,8928},{21010055,1,1072}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010055,4级致命宝石宝箱,2101,可以开出4级致命宝石，有概率开出5级致命宝石,999999999,0,21010226,0,1,0,0,0,0,1,2,968,1,1,0,3,0,"{get_equips2={{{24010004,1,9444},{24010005,1,556}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010056,1级韧性宝石宝箱,2101,可以开出1级韧性宝石，有概率开出2级韧性宝石宝箱,999999999,0,21010191,0,1,0,0,0,0,1,2,967,1,1,0,3,0,"{get_equips2={{{24050001,1,833},{21010057,1,167}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010057,2级韧性宝石宝箱,2101,可以开出2级韧性宝石，有概率开出3级韧性宝石宝箱,999999999,0,21010192,0,1,0,0,0,0,1,2,966,1,1,0,3,0,"{get_equips2={{{24050002,1,878},{21010058,1,122}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010058,3级韧性宝石宝箱,2101,可以开出3级韧性宝石，有概率开出4级韧性宝石宝箱,999999999,0,21010193,0,1,0,0,0,0,1,2,965,1,1,0,3,0,"{get_equips2={{{24050003,1,8928},{21010059,1,1072}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010059,4级韧性宝石宝箱,2101,可以开出4级韧性宝石，有概率开出5级韧性宝石,999999999,0,21010194,0,1,0,0,0,0,1,2,964,1,1,0,3,0,"{get_equips2={{{24050004,1,9444},{24050005,1,556}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010060,魔石宝箱,2101,看你运气，能够开出不同数量的魔石,999999999,37010029,21010280,0,1,0,0,0,0,1,2,963,1,1,0,3,0,"{get_equips2={{{21011702,10,50},{21011702,20,25},{21011702,50,20},{21011702,100,5}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010062,任务完成令,2101,可以快速完成每日任务的令牌,999999999,0,21010283,0,1,0,0,0,0,1,2,1,0,0,0,0,0,,0,0,0,0,,,,,,,,,,999999999,,,,,
21010063,3星血族装备宝箱,2101,开出紫色1阶装备,999999999,0,21010292,0,1,0,0,0,0,1,2,961,1,1,0,3,0,"{get_equips2={{{23101004,1,1},{23021004,1,1},{23091004,1,1},{23061004,1,1},{23081004,1,1},{23051004,1,1}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010064,4星血族装备宝箱,2101,开出紫色2阶装备,999999999,0,21010293,0,1,0,0,0,0,1,2,960,1,1,0,3,0,"{get_equips2={{{23101005,1,1},{23021005,1,1},{23091005,1,1},{23061005,1,1},{23081005,1,1},{23051005,1,1}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010065,5星血族装备宝箱,2101,开出金色1阶装备,999999999,0,21010294,0,1,0,0,0,0,1,2,959,1,1,0,3,0,"{get_equips2={{{23101006,1,1},{23021006,1,1},{23091006,1,1},{23061006,1,1},{23081006,1,1},{23051006,1,1}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010066,6星血族装备宝箱,2101,开出金色2阶装备,999999999,0,21010295,0,1,0,0,0,0,1,2,958,1,1,0,3,0,"{get_equips2={{{23101007,1,1},{23021007,1,1},{23091007,1,1},{23061007,1,1},{23081007,1,1},{23051007,1,1}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010067,3星法师装备宝箱,2101,开出紫色1阶装备,999999999,0,21010296,0,1,0,0,0,0,1,2,957,1,1,0,3,0,"{get_equips2={{{23102004,1,1},{23022004,1,1},{23092004,1,1},{23062004,1,1},{23082004,1,1},{23052004,1,1}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010068,4星法师装备宝箱,2101,开出紫色2阶装备,999999999,0,21010297,0,1,0,0,0,0,1,2,956,1,1,0,3,0,"{get_equips2={{{23102005,1,1},{23022005,1,1},{23092005,1,1},{23062005,1,1},{23082005,1,1},{23052005,1,1}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010069,5星法师装备宝箱,2101,开出金色1阶装备,999999999,0,21010298,0,1,0,0,0,0,1,2,955,1,1,0,3,0,"{get_equips2={{{23102006,1,1},{23022006,1,1},{23092006,1,1},{23062006,1,1},{23082006,1,1},{23052006,1,1}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010070,6星法师装备宝箱,2101,开出金色2阶装备,999999999,0,21010299,0,1,0,0,0,0,1,2,954,1,1,0,3,0,"{get_equips2={{{23102007,1,1},{23022007,1,1},{23092007,1,1},{23062007,1,1},{23082007,1,1},{23052007,1,1}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010071,3星战士装备宝箱,2101,开出紫色1阶装备,999999999,0,21010300,0,1,0,0,0,0,1,2,953,1,1,0,3,0,"{get_equips2={{{23103004,1,1},{23023004,1,1},{23093004,1,1},{23063004,1,1},{23083004,1,1},{23053004,1,1}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010072,4星战士装备宝箱,2101,开出紫色2阶装备,999999999,0,21010301,0,1,0,0,0,0,1,2,952,1,1,0,3,0,"{get_equips2={{{23103005,1,1},{23023005,1,1},{23093005,1,1},{23063005,1,1},{23083005,1,1},{23053005,1,1}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010073,5星战士装备宝箱,2101,开出金色1阶装备,999999999,0,21010302,0,1,0,0,0,0,1,2,951,1,1,0,3,0,"{get_equips2={{{23103006,1,1},{23023006,1,1},{23093006,1,1},{23063006,1,1},{23083006,1,1},{23053006,1,1}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010074,6星战士装备宝箱,2101,开出金色2阶装备,999999999,0,21010303,0,1,0,0,0,0,1,2,950,1,1,0,3,0,"{get_equips2={{{23103007,1,1},{23023007,1,1},{23093007,1,1},{23063007,1,1},{23083007,1,1},{23053007,1,1}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
21010075,1阶宝箱,2101,可以开出各种道具,999999999,0,21010480,0,1,0,0,0,0,1,2,949,1,1,0,3,0,"{get_equips2={{{21010100,1,8472},{21011104,1,250},{21010004,1,250},{21010005,1,250},{21010006,1,250},{21010013,1,250},{21010901,1,100},{21010902,1,100},{21010903,1,25},{21010904,1,250}}}}",0,0,0,0,,,,,,,,,,999999999,,,,,
